word,phonetic,translation,frq
juncture,'dʒʌŋktʃә,"n. 接合, 连接, 接缝",11501
jungle,'dʒʌŋgl,"n. 丛林, 杂乱的一堆, 弱肉强食的地方",4507
Jupiter,'dʒu:pitә,"n. 朱庇物(罗马神话中的主神), 木星",0
jurisdiction,.dʒuәris'dikʃәn,"n. 司法权, 审判权, 管辖权\n[经] 法律管辖权, 审判权",4651
jury,'dʒuәri,"n. 陪审团, 评判委员会\na. 应急的",1650
justice,'dʒʌstis,"n. 正义, 公平, 公正, 正确, 司法, 审判",1481
justify,'dʒʌstifai,"vt. 替...辩护, 证明\nvi. 证明合法\n[计] 段落重排, 两端对齐",2834
justly,'dʒʌstli,"adv. 公正地, 理由充分地, 正当地",16988
juvenile,'dʒu:vinail,"n. 少年, 少年读物\na. 少年的, 不成熟的, 适于少年的",5261
juxtaposition,.dʒʌkstәpә'ziʃәn,"n. 并排, 并置, 并列\n[医] 并列, 并置, 对合",12364
keen,ki:n,"a. 锋利的, 敏锐的, 强烈的, 敏捷的, 热心的, 渴望的\nn. 挽歌, 痛哭\nv. 唱挽歌, 痛哭",6508
ken,ken,"n. 视野范围, 知识范围, 见地",0
kennel,'kenl,"n. 狗舍, 狗屋, 阴沟\nvt. 置于狗舍, 宿于狗舍\nvi. 进狗窝",15947
kernel,'kә:nl,"n. 核心, 中心, 精髓, 内核\n[计] 内核",11338
kerosene,'kerәsi:n,"n. 煤油, 火油, 灯油\n[化] 煤油",13503
kettle,'ketl,"n. 茶壶, 罐\n[化] 釜体釜; 锅",10726
keyboard,'ki:bɒ:d,n. 键盘\n[计] 键盘,5541
kidnap,'kidnæp,"vt. 绑架, 诱拐, 拐骗\n[法] 拐带, 诱拐, 绑架",6993
kiln,kiln,"n. 窑, 炉, 干燥炉\nvt. 烧窑, (在干燥炉)烘干",16330
kindle,'kindl,"vt. 点燃, 使着火, 引起, 照亮\nvi. 着火, 激动, 发亮",16468
kinetic,kai'netik,"a. 运动的, 运动引起的, 动力学的, 活动的\n[医] 运动的, 动的, 动力的",15176
kingdom,'kiŋdәm,"n. 王国, 领域\n[医] 界(动物,植物,矿物)",4487
kitchen,'kitʃin,"n. 厨房, 全套炊具\n[医] 厨房",1051
knapsack,'næpsæk,n. 背包,17327
knell,nel,"n. 丧钟声, 哀伤的声音, 凶兆\nv. 鸣丧钟",24362
knowledgeable,'nɒlidʒәbl,"a. 聪明的, 有知识的",7342
kymograph,'kaimәugræf,n. 波动曲线记录仪\n[医] 记波[纹]器,0
label,'leibl,"n. 标签, 称号, 商标, 标志\nvt. 贴标签于, 标注\n[计] 标志; 标注; DOS外部命令:用于建立改变或删除磁盘卷标号",2619
laboratory,'læbrәtәri,"n. 实验室, 研究室, 化工厂\n[医] 实验室, 检验室, 化验室",3132
laborer,'leibәrә,"n. 体力劳动者, 辅助工\n[机] 劳动者",6939
laborious,lә'bɒ:riәs,"a. 艰苦的, 费劲的, 勤劳的",18512
laboriously,,adv. 辛苦地；费力地；不流畅地,21312
labyrinth,'læbәrinθ,"n. 迷宫, 难解事物, 迷路\n[化] 迷宫; 曲径",11521
lace,leis,"n. 饰带, 花边, 缎带, 鞋带\nvt. 结带子, 饰以花边\nvi. 系带子\n[计] 全穿孔",6642
lackey,'læki,"n. 仆人, 侍从, 马屁精\nvt. 服侍, 侍候, 奉承",24957
lag,læg,"n. 落后, 囚犯, 迟延, 桶板, 防护套\na. 最后的\nvi. 落后, 蹒跚, 缓缓而行, 滞后\nvt. 落后于, 押往监狱, 加上外套\n[计] 延迟; 落后",8448
lagoon,lә'^u:n,"n. 环礁湖, 近海岸的浅水区, 泻湖, 咸水湖",9872
lament,lә'ment,"n. 悲叹, 悔恨, 恸哭, 挽歌, 悼词\nvt. 哀悼\nvi. 悔恨, 悲叹",7387
lamp,læmp,n. 灯\nvt. 照亮\n[计] 逻辑模拟分析系统,3936
lampshade,'læmpʃeid,n. 灯罩,26545
land,lænd,"n. 陆地, 地面, 地界, 地产, 国土, 土地\nvi. 登陆, 登岸, 到达\nvt. 使上岸, 使登陆, 使到达\n[计] 连接盘; 焊盘",566
landing,'lændiŋ,"n. 登陆, 码头, 降落\n[经] 上岸, 登陆, 降落",3688
landmark,'lændmɑ:k,"n. 陆标, 划时代的事, 地界标\n[医] 界标",4715
landmass,'lændmæs,n. 陆块,25228
landscape,'lændskeip,"n. 风景, 山水, 风景画\nvi. 从事景观美化\nvt. 美化...景观\n[计] 横向",1827
landslide,'lændslaid,n. 山崩\n[化] 滑坡,11290
languid,'læŋgwid,"a. 疲倦的, 无力的, 阴沉的",18678
languish,'læŋgwiʃ,"vi. 憔悴, 凋萎, 苦思",11648
lank,læŋk,"a. 瘦的, 细长的, 长而柔软的",0
largely,'lɑ:dʒli,"adv. 大量地, 很多地, 大半地",1679
larva,'lɑ:vә,"n. 幼虫\n[医] 幼虫(昆虫), 蚴(蠕虫)",9123
larvae,,"幼虫(昆虫), 幼体, 蚴(蠕虫)\n[医] 幼虫(昆虫), 蚴(蠕虫)",0
larynx,'læriŋks,n. 喉头\n[医] 喉,20532
laser,'leizә,n. 激光\n[计] 激光器,3896
lash,læʃ,"n. 鞭子, 鞭打, 睫毛, 责骂, 讽刺\nvt. 鞭打, 摆动, 扎捆, 冲击, 讽刺, 煽动\nvi. 冲洗, 鞭打, 责骂",8455
lasting,'lɑ:stiŋ,"a. 永久的, 永恒的, 持久的\nn. 厚实斜纹织物",6220
lately,'leitli,"adv. 近来, 最近",4028
latent,'leitnt,"a. 潜伏性的, 隐藏的\nn. 隐约指纹",11997
lateral,'lætәrәl,"n. 侧部, 支线, 边音\na. 侧面的, 旁边的",8322
lathe,leið,n. 车床\nvt. 用车床加工,21462
latitude,'lætitju:d,"n. 纬度, 范围\n[化] 宽容度; 伟度",7992
latter,'lætә,"a. 后者的, 较后的, 近来的",2725
laud,lɒ:d,"n. 赞美, 称赞\nvt. 赞美, 称赞",13707
laudable,'lɒ:dәbl,"a. 值得赞赏的, 值得佩服的\n[医] 健康的",19227
launch,lɒ:ntʃ,"n. 下水, 汽艇, 发射\nvt. 使下水, 发射, 发动\nvi. 起飞, 下水, 投入, 开始",1743
laundry,'lɒ:ndri,"n. 洗衣店, 洗好的衣服, 洗涤\n[机] 洗衣作, 洗衣店, 洗衣房",4940
laurel,'lɒ:rәl,"n. 月桂树, 荣誉\nvt. 使戴桂冠, 授予荣誉",13523
laurels,,"n. 荣誉, 胜利, 名声",0
lava,'lɑ:vә,"n. 熔岩, 火山岩\n[医] 火山石(一种顺势疗法药)",9085
lave,leiv,"vt. 沐浴, 洗\nn. 剩余物",35196
lavish,'læviʃ,"a. 大方的, 丰富的, 浪费的\nvt. 浪费, 滥用, 慷慨给予",9031
lawn,lɒ:n,"n. 草地, 草坪, 上等细麻布\n[机] 细筛",2951
lawsuit,'lɒ:sju:t,"n. 诉讼\n[法] 诉讼, 诉讼案件",2660
lay,lei,"vt. 放置, 产, 铺设, 布置, 提出, 平息\nvi. 下蛋, 打赌\nn. 位置, 层, 隐藏处\na. 世俗的, 外行的\nlie的过去式",803
layer,'leiә,"n. 层, 产卵鸡, 放置者\nvt. 分层堆积, 压植\n[计] 层",2168
layering,'leiәriŋ,[计] 分层\n[医] 分层,16761
layman,'leimәn,"n. 俗人, 门外汉, 凡人\n[医] 外行, 业外人",16061
layout,'leiaut,"n. 布局, 陈列, 规划图, 页面布局, 版面编排\n[计] 页面布局, 版面",7478
lead,li:d. led,"n. 铅, 铅条, 领导, 超前量, 领引, 榜样, 主角, 导线\nvt. 引导, 带领, 领导, 指挥, 致使, 加铅于, 用铅包\nvi. 领导, 带头, 导致, 用测深锤测深, 被铅覆盖\na. 带头的, 最重要的",318
leadership,'li:dәʃip,"n. 领导能力, 领导阶层",1304
leading,'li:diŋ,"n. 领导, 指挥, 神示, 铅板\na. 领导的, 主要的, 在前的",2188
league,li:g,"n. 同盟, 联盟, 盟约\nv. 组联盟, (使)加盟",1951
leak,li:k,"n. 漏洞, 漏处, 漏出, 泄漏\nvi. 漏, 泄漏\nvt. 使渗漏",5165
leaky,'li:ki,"a. 有漏洞的, 易泄漏秘密的, 爱哭的\n[电] 漏的",14906
lean,li:n,"n. 瘦肉, 倾斜, 倾斜度\na. 瘦的, 贫乏的, 歉收的\nvi. 倚靠, 倾斜, 依赖\nvt. 使倾斜",1520
leap,li:p,"n. 跳跃, 剧增, 急变, 被越过之物\nvi. 跳跃, 突然经过\nvt. 跃过, 使跃过",3621
lease,li:s,"n. 租约, 租期, 租\nvt. 出租, 租出, 租得",6035
leash,li:ʃ,"n. (拴狗颈的)皮带\nvt. 以皮带束缚, 束缚",10882
leather,'leðә,"n. 皮革, 皮制品, 马镫的皮带\nvt. 覆以皮革, 鞭苔, 抽打\na. 皮革的, 皮制的",2943
ledge,ledʒ,"n. 突出部分, 暗礁, 矿层",8316
legacy,'legәsi,"n. 祖先传下来之物, 遗赠物\n[经] 遗产, 遗赠物",3189
legal,'li:gәl,"a. 法律的, 法定的, 合法的\n[经] 法定权利; 法律(上)的, 合法的",883
legalize,'li:gәlaiz,"vt. 法律上认为正当, 使合法化\n[法] 使合法化, 法律上认可, 使符法律",10758
legend,'ledʒәnd,"n. 传说, 传奇文学, 图例\n[计] 图例",3383
legendary,'ledʒәndәri,"a. 传说的, 传奇中说的, 传奇般的, 传说中的, 著名的",4997
legible,'ledʒәbl,"a. 清晰的, 易读的",19753
legion,'li:dʒәn,"n. 军团, 军队, 众多的人",10204
legislate,'ledʒisleit,vi. 制定法律\nvt. 用立法规定,12493
legislation,.ledʒis'leiʃәn,"n. 立法, 法律\n[医] 立法, 法规",2017
legislature,'ledʒisleitʃә,"n. 立法机关, 议会, 立法院\n[法] 立法机构, 立法机关",4361
legume,'legju:m,"n. 豆类, 豆荚\n[医] 豆, [豆]荚",16783
leisure,'li:ʒә,"n. 空闲, 闲暇, 悠闲\na. 空闲的, 有闲的",6269
leisurely,'li:ʒәli,"a. 悠闲的, 从容的\nadv. 从容地, 悠闲地",13384
lengthen,'leŋθәn,"vt. 加长, 使延长\nvi. 变长",11453
lengthy,'leŋθi,"a. 冗长的, 漫长的",6031
lens,lenz,"n. 透镜, 镜头, 镜片, 晶状体\nvt. 给...摄影",3544
leopard,'lepәd,"n. 豹, 美洲豹",11916
lethal,'li:θәl,a. 致命的\nn. 致死因子,6159
lethargic,le'θɑ:dʒik,"a. 昏睡的, 无生气的, 泠漠的, 冷淡的\n[医] 昏睡的, 嗜眠的",20701
lethargy,'leθәdʒi,"n. 昏睡, 瞌睡, 无力气\n[医] 昏睡, 嗜眠",21103
lettuce,'letis,"n. 莴苣, 生菜, 纸币\n[医] 莴苣",6589
levity,'levәti,"n. 轻率, 轻浮, 不稳定",25278
levy,'levi,"n. 税款, 所征的人数, 征收\nvi. 征税, 课税\nvt. 征收, 强求, 召集",13303
liaison,li:'eizɒn,n. 联络,8208
libel,'laibәl,"n. 以文字损害名誉, 诽谤罪, 侮辱\nv. 诽谤, 中伤, 损害名誉",15335
liberal,'libәrәl,"n. 自由主义者\na. 慷慨的, 不拘泥的, 宽大的, 自由主义的",1993
liberally,'libәrәli,"adv. 宽大地, 大方地, 自由地",16524
liberate,'libәreit,"vt. 解放, 释放, 使自由\n[机] 释出, 放出",7492
liberty,'libәli,"n. 自由, 特权, 许可, 冒失\n[法] 自由, 自由权, 自由区域",3835
librarian,lai'brєәriәn,"n. 图书馆员, 图书管理员\n[计] 程序库管理程序; 程序库生成程序",7502
lichen,'laikәn,"n. 青苔, 地衣, 苔藓病\n[医] 地衣, 苔癣",15705
lifesaver,'laifseivә,"n. 救命者, 救生员, 济急的人",22409
lift,lift,"n. 举起, 帮助, 昂扬, 电梯\nvt. 升高, 提高, 鼓舞, 清偿, 空运, 举起, 剽窃\nvi. 升起, 消散, 耸立",1343
lighthouse,'laithaus,n. 灯塔,12513
likewise,'laikwaiz,"adv. 同样地, 也",4530
limb,lim,"n. 四肢, 枝干, 翼, 边缘\nvt. 切断...之手足",3643
limestone,'laimstәun,n. 石灰石\n[化] 石灰石; 石灰岩,9196
limitation,.limi'teiʃәn,"n. 限制, 缺陷, 限额\n[医] 限界, 限制, 限度",3019
limner,'limnә,"n. 画家, 画匠",0
limp,limp,"n. 跛行\na. 柔软的, 无力的, 软弱的\nvi. 跛行",9496
limpid,'limpid,"a. 清澈的, 透明的, 平静的",28767
lineage,'liniidʒ,"n. 血统, 直系\n[法] 血统, 世系",9046
linear,'liniә,"a. 线的, 直线的, 线状的\n[计] 线性",5802
linen,'linin,"n. 亚麻布, 亚麻线, 亚麻制品\na. 亚麻布制的, 亚麻的",6009
linger,'liŋgә,"vi. 逗留, 消磨, 徘徊\nvt. 消磨",5721
linguistic,liŋ'^wistik,"a. 语言的, 语言学的\n[计] 语言的, 语言学的",6695
linguistics,liŋ'gwistiks,n. 语言学,15674
lip,lip,"n. 唇, 口缘, 唇状构造\nvt. 以嘴唇碰, 轻轻说出\na. 口头上的\n[计] 大型互连网信息包",1582
lipid,"'lipid, 'laipid","n. 脂类, 类脂物, 脂质\n[化] 类脂; 脂质; 脂类",22299
liquid,'likwid,"n. 液体, 流体, 流音\na. 液体的, 透明的, 明亮的, 流动的, 易变的",4360
listless,'listlis,"a. 倦怠的, 无精打采的\n[经] 交易清淡的",20285
literacy,'litәrәsi,"n. 读写能力, 识字, 精通文学",5159
literally,'litәrәli,"adv. 逐字地, 按照字面上地, 不夸张地",2469
literary,'litәrәri,"a. 文学的, 文艺的, 精通文学的\n[法] 文学的, 从事文学的, 从事写作的",2700
literate,'litәrit,"n. 学者\na. 有读写能力的, 精通文学的, 受过教育的",12067
lithe,laið,a. 柔软的,17946
lithograph,'liθәugræf,"n. 平版印刷品, 石版画\nvt. 以平版印刷",20528
lithosphere,'liθәu.sfiә,"n. 岩石圈, 陆界\n[化] 岩石圈",37627
litter,'litә,"n. 垃圾, 杂乱, 轿, 担架\nvt. 乱丢, 铺草, 弄乱\nvi. 产仔, 乱丢垃圾",8093
livelihood,'laivlihud,"n. 生计, 营生, 生活",9184
lively,'laivli,"a. 活泼的, 鲜明的, 生动的",5775
liver,'livә,"n. 肝脏, 生活者, 居民\n[医] 肝",4667
livestock,'laivstɒk,"n. 家畜\n[经] 牲畜, 家畜",6173
lizard,'lizәd,n. 蜥蜴\n[医] 蜥蜴,7802
load,lәud,"n. 负荷, 担子, 重担, 装载量, 负载, 工作量, 加载\nvt. 装载, 装填, 使担负\nvi. 装货, 上客, 装料\n[计] 加载, 装入程序",2901
loan,lәun,"n. 贷款, 借出\nv. 借, 供应货款, 借给",1699
loath,lәuθ,"a. 不情愿的, 厌恶的",16958
loathe,lәuð,"vt. 厌恶, 憎恶",12607
loathsome,'lәuðsәm,"a. 讨厌的, 可恶的, 令人憎恶的",22172
lobby,'lɒbi,"n. 大厅, 休息室, 游说议员者\nvi. 游说议员, 游说\nvt. 游说",3736
lobster,'lɒbstә,n. 龙虾,6212
locality,lәu'kæliti,"n. 地方, 所在, 位置\n[法] 位置, 场所, 地区",11068
locally,'lәukәli,"adv. 地方性地, 局部性地, 在当地",5879
locate,'lәukeit,"vt. 找出, 设于, 位于\nvi. 定居",1682
location,lәu'keiʃәn,"n. 位置, 场所, 特定区域\n[计] 位置",1433
locomote,'lәukәmәut,vt. 移动；行动,0
locomotion,.lәukә'mәuʃәn,"n. 运动, 移动, 旅行\n[医] 行动, 运动",22712
locomotive,.lәukә'mәutiv,"n. 火车头, 机车\na. 运转的, 火车头的, 移动的",11729
locoweed,'lәukәuwi:d,n. 疯草,0
lode,lәud,"n. 矿脉, 水路, 排水沟",23821
lodge,lɒdʒ,"n. 小屋, 门房, 支部, 旅舍, 分会\nvi. 临时住宿, 倒伏, 寄宿, 投宿\nvt. 安顿, 容纳, 提出, 把...射入, 存放",6843
lodging,'lɒdʒiŋ,"n. 寄宿处, 寄宿\n[法] 提起, 住所",12958
lofty,'lɒfti,"a. 高的, 傲慢的, 崇高的, 高级的, 玄虚的",9596
log,lɒg,"n. 记录, 圆木, 日志, 计程仪\nvt. 伐木, 切, 航行\nvi. 伐木\n[计] 日志",3423
logic,'lɒdʒik,"n. 逻辑, 逻辑学, 推理的方法, 推理, 逻辑性\n[计] 逻辑",3469
logical,'lɒdʒikәl,"a. 合乎逻辑的, 合理的\n[法] 逻辑的, 符合逻辑的",4569
lone,lәun,"a. 孤单的, 孤立的, 单身的, 寂寞的",5377
long,lɒŋ,"a. 长的, 长久的, 冗长的, 做多头的\nvi. 渴望, 热望, 极想\nadv. 长久, 始终\nn. 长时间, 长信号, 长整型\n[计] 长, 长整型",254
long-lasting,lɒŋ 'lɑ:stɪŋ,a. 持久的；持续的；长期的,0
long-range,,"a. 远程的, 远大的, 长期的\n[化] 远程的; 长距离的; 长期的; 长远的",0
long-standing,'lɔŋstædiŋ,a. 长期存在的,0
longevity,lɒn'dʒeviti,"n. 长命, 长寿, 寿命\n[医] 长寿",8871
longing,'lɒŋiŋ,"n. 渴望, 热望, 憧憬\na. 渴望的, 热望的",8143
longitude,'lɒndʒitju:d,"n. 经度, 经线\n[电] 经度",16823
loom,lu:m,"n. 织布机, 若隐若现的景象\nvi. 朦胧地出现, 隐约可见, 可怕地出现",5292
loop,lu:p,"n. 环, 圈, 弯曲部分, 循环\nvt. 使成环, 以圈结, 以环连结\nvi. 打环, 翻筋斗\n[计] 循环",4250
loose,lu:s,"n. 发射, 放任, 放纵\na. 宽松的, 松的, 宽的, 不牢固的, 散漫的, 自由的, 不精确的\nvt. 释放, 放枪, 开船\nvi. 变松, 开火\nadv. 松散地",2851
loosely,'lu:sli,"adv. 松弛地, 宽松地, 不紧",6916
loosen,lu:sn,"vt. 放松, 松开, 解除\nvi. 变松, 松弛",6023
loot,lu:t,"n. 赃物, 洗劫, 抢夺\nv. 洗劫, 抢夺",10753
lore,lɒ:,"n. 知识, 眼光",10674
lottery,'lɒtәri,"n. 奖券, 彩票, 运气\n[经] 抽彩给奖法",6027
loyal,'lɒiәl,"a. 忠诚的, 忠实的, 忠贞的",4770
lubrication,",lu:bri'keiʃәn","n. 润滑, 注油, 润滑作用\n[计] 润滑",21226
lucrative,'lu:krәtiv,"a. 有利益的, 获利的, 合算的",6660
lug,lʌg,"v. 拖, 拉\nn. 一拖, 一拉, 耳朵, 耳状物, 装腔作势, 勒索",11771
lull,lʌl,"n. 暂停, 间歇, 稍息, 使人安静的东西\nvt. 使平静, 哄骗, 使安静\nvi. 变平静",13314
lumber,'lʌmbә,"n. 木材, 破旧家俱, 废物, 隆隆声\nvt. 砍伐木材, 乱堆\nvi. 笨拙地移动, 喧闹地向前走, 隆隆地移动",6984
lumbering,'lʌmbәriŋ,"n. 伐木, 伐木业\na. 外形笨重的, 笨拙的, 步子沉重的, 动作迟缓的, 表达不流畅的",17919
luminosity,.lu:mi'nɒsiti,"n. 光明, 光辉, 光度, 亮度\n[计] 亮度",17466
luminous,'lu:minәs,"a. 发光的, 明亮的\n[医] 发光的",9593
lump,lʌmp,"n. 块, 瘤, 很多, 肿块, 笨人\nvt. 使成块状, 混在一起\nvi. 结块",6139
lunar,'lu:nә,"a. 阴历的, 月的, 微亮的(指光)\n[医] 月的, 银的",6871
lung,lʌŋ,"n. 肺, 肺脏, 空地\n[医] 肺",3247
lurch,lә:tʃ,"n. 惨败, 倾斜, 挫折, 举步蹒跚, 徘徊\nvi. 惨败, 倾斜, 徘徊\nvt. 击败",9145
lure,luә,"n. 饵, 诱惑\nvt. 引诱, 诱惑",5288
lurk,lә:k,"n. 潜伏, 潜行\nvi. 暗藏, 潜伏, 埋伏\n[计] 隐匿阅读",7183
lust,lʌst,"n. 贪欲, 欲望, 色欲\nvi. 贪求, 渴望, 动淫念",7684
luster,'lʌstә,"n. 光彩, 荣誉, 光泽\nvi. 有光泽, 发亮\nvt. 使发光辉",15444
lustrous,'lʌstrәs,"a. 有光泽的, 光辉的",19780
lusty,'lʌsti,"a. 健壮的, 精力充沛的",19459
luxuriant,lʌg'zjuәriәnt,"a. 繁茂的, 丰富的, 肥沃的, 华丽的\n[医] 过盛的, 过多的",23191
luxurious,lʌg'zjuәriәs,"a. 豪华的, 奢侈的, 放纵的",9064
luxury,'lʌkʃәri,"n. 奢侈, 豪华\na. 奢侈的, 豪华的",5575
lyric,'lirik,"n. 抒情诗, 歌词\na. 抒情的",15249
lyrically,,adv. 抒情地；诗意地；狂热地,29395
lyricist,'lirisist,"n. 抒情诗人, 歌曲作者",21313
magic,'mædʒik,"n. 魔术, 魔法\na. 魔术的, 有魔力的, 不可思议的",3411
magical,'mædʒikәl,"a. 魔术的, 有魔力的, 不可思议的",5584
magician,mә'dʒiʃәn,"n. 魔术家, 幻术家, 术士",9416
magma,'mægmә,"n. 岩浆, 糊剂, 乳浆剂\n[化] 晶浆",19802
magnesium,mæg'ni:ziәm,n. 镁\n[化] 镁Mg,12167
magnetic,mæg'netik,"a. 有磁性的, 有吸引力的, 催眠术的\n[医] 磁[性]的",4830
magnetism,'mægnitizm,"n. 磁性, 吸引力, 磁学, 催眠术\n[化] 磁学",17795
magnetize,'mægnitaiz,"vt. 使带磁力, 吸引\nvi. 受磁",31529
magnetosphere,mæg'ni:tәsfiә,n. 磁层\n[电] 磁动层,30179
magnificence,mæg'nifisns,"n. 富丽堂皇, 华丽, 宏大",21679
magnificent,mæg'nifisnt,"a. 华丽的, 高尚的, 宏伟的",5493
magnify,'mægnifai,"vt. 放大, 扩大, 赞美, 夸大\nvi. 有放大能力",9568
magnitude,'mægnitju:d,"n. 巨大, 重大, 重要, 大小, 数量, 星等(指星的亮度)\n[计] 大小; 值",3971
maim,meim,"vt. 使残废, 使不能工作, 使伤残\n[医] 伤残, 残废",16796
mainspring,'meinspriŋ,"n. 主发条, 主要动机, 主要原因, 主要动力\n[法] 主要动机, 主要原因, 主要动力",39681
maintain,mein'tein,"vt. 维持, 维修, 保持, 坚持, 供养, 主张\n[化] 维修",922
maintenance,'meintәnәns,"n. 维护, 保持, 维修, 生活费用, 坚持, 扶养\n[计] 维护; 维修",3067
maize,meiz,"n. 玉蜀黍, 黄色\na. 玉蜀黍色的, 黄色的",13829
majestic,mә'dʒestik,"a. 宏伟的, 庄严的",10534
majesty,'mædʒәsti,"n. 最高权威, 威严, 王权, 雄伟, 庄严",12516
major,'meidʒә,"n. 主修课, 成年人, 陆军少校\na. 主要的, 较多的, 大部分的, 成年的, 严重的\nvi. 主修\n[计] 主要, 主要刻度",444
majority,mә'dʒɒriti,"n. 多数, 大半\n[计] 多数逻辑",1085
makeup,'meikʌp,"n. 组成, 性格, 化妆品, 化装(术), 虚构, 补考",3366
malady,'mælәdi,"n. 病, 疾病, 弊病\n[医] 病",15568
malcontent,'mælkәntent,"a. 抱不平的, 不满的, 不服的\nn. 不满现状的人",25344
malediction,.mæli'dikʃәn,"n. 咒, 坏话",43594
malevolent,mә'levәlәnt,"a. 有恶意的, 坏心肠的",16691
malfunction,.mæl'fʌŋʃәn,"n. 故障, 失灵, 疾病\nvi. 发生故障, 不起作用\n[计] 故障",14802
